speech,labels
"[1.48379058e-03 3.37181869e-03 5.29933274e-02 2.74285078e-02
 8.43850709e-03 1.66351035e-01 5.90422106e+00 1.15056877e+01
 9.05831099e-01 1.62837183e+00 1.30932951e+01 1.43173904e+01
 7.72785187e-01 1.81913447e+00 1.72309923e+00 7.92719364e-01
 7.71197528e-02 5.42252921e-02 9.30972174e-02 2.69233614e-01
 2.50357449e-01 7.54154146e-01 1.35982406e+00 5.01547158e-01
 1.33246198e-01 6.39768243e-02 1.34121358e-01 1.78429520e+00
 1.63696241e+00 1.68908551e-01 2.54728049e-02 1.04784202e-02
 3.09019350e-02 2.52950191e-01 1.33446181e+00 1.48222876e+00
 5.10046601e-01 4.78782207e-01 2.70698994e-01 2.11810976e-01
 9.08918679e-02 1.08189970e-01 6.04956299e-02 7.39147607e-03
 1.49797965e-02 1.85704902e-02 7.66409859e-02 1.15677744e-01
 1.62687421e-01 2.28131831e-01 1.80618271e-01 2.95290679e-01
 3.67284924e-01 1.02681029e+00 7.79519320e-01 2.56668419e-01
 1.40963942e-01 1.78920448e-01 7.79549330e-02 9.67124104e-02
 2.34557301e-01 3.21935743e-01 3.22306037e-01 3.44382733e-01
 4.10389304e-01 1.72412038e-01 1.05705500e-01 1.12556607e-01
 4.35899831e-02 2.65023690e-02 1.90087315e-02 2.93162037e-02
 2.37900987e-02 6.92181243e-03 3.86640318e-02 4.67766076e-02
 4.85686027e-03 1.79591365e-02 1.76315829e-01 1.84248164e-01
 3.82862896e-01 3.02652121e-01 1.71555132e-01 1.36451006e-01
 9.48556364e-02 3.51106137e-01 4.33386505e-01 2.12054476e-01
 9.62238386e-02 2.69559547e-02 2.69680470e-02 9.80315637e-03
 9.76430543e-04 1.27022702e-03 1.11285446e-03 2.06047227e-03
 6.53009349e-03 8.02883133e-03 5.66375395e-03 7.59452349e-03
 6.94158953e-03 3.34747601e-03 6.32001553e-04 8.83630419e-04
 1.32239563e-03 1.40346307e-03 7.76165631e-04 1.17674109e-03
 2.29757722e-03 4.01161239e-03 3.82121094e-03 1.01423217e-03
 1.25925022e-03 1.38572257e-04 7.17617222e-05 7.54098655e-05
 8.19477791e-05 1.04539526e-04 1.13054652e-04 1.39887328e-04
 2.55926541e-04 3.04077723e-04 2.63478694e-04 2.79246713e-04
 2.47380871e-04 2.14276108e-04 1.13409944e-04 7.85764951e-06]",surprised
"[2.87157716e-03 4.01800172e-03 1.55384829e-02 1.67860407e-02
 4.39363867e-02 9.84374940e-01 1.88433247e+01 2.54686508e+01
 6.55012283e+01 1.46275444e+01 3.12318778e+00 2.19113779e+00
 8.90321195e-01 1.07745314e+00 1.48319089e+00 1.57004428e+00
 3.95664662e-01 2.82483757e-01 5.07788211e-02 6.37032688e-02
 5.61826751e-02 1.45199329e-01 1.64885312e-01 4.50616889e-02
 1.61874555e-02 2.59574689e-02 1.18236966e-01 2.94204950e-01
 1.09016918e-01 2.83055026e-02 8.07077531e-03 6.72450755e-03
 4.25425312e-03 3.39779370e-02 1.58699483e-01 3.48137319e-02
 9.25602205e-03 4.54971055e-03 3.19259660e-03 1.65463390e-03
 1.88479305e-03 2.60293414e-03 6.57259137e-04 3.81800113e-04
 1.92176332e-04 2.62113899e-04 5.76734170e-03 5.22188097e-03
 7.66388548e-04 7.70796265e-04 1.03269820e-03 1.62860274e-03
 6.17027702e-03 1.63857359e-02 1.62336919e-02 6.16358733e-03
 1.33609790e-02 1.38087803e-02 1.31764552e-02 1.49159208e-02
 3.54668759e-02 1.55203380e-02 3.02027445e-02 1.15146087e-02
 1.05904555e-02 1.22688301e-02 1.69609338e-02 2.40485705e-02
 1.10576162e-02 1.90542173e-02 3.60973254e-02 6.15695678e-02
 3.92965451e-02 1.34790745e-02 2.44939583e-03 2.67579244e-03
 6.94195600e-03 1.65722162e-01 2.72556633e-01 1.42635509e-01
 1.73989877e-01 2.47210309e-01 4.91048545e-01 2.28033587e-01
 1.15493022e-01 6.08427674e-02 4.07295302e-02 4.46552671e-02
 4.48567346e-02 1.58198327e-02 5.67246508e-03 7.15565914e-03
 1.53729017e-03 4.15586517e-04 3.49561364e-04 2.30906924e-04
 4.54687193e-04 1.45864149e-03 1.19434958e-02 1.44843655e-02
 1.16928415e-02 2.81645097e-02 7.73685705e-03 4.76022158e-03
 3.82540305e-03 9.56902804e-04 2.90581025e-03 9.91220027e-03
 5.18132187e-03 1.49262529e-02 1.38580455e-02 5.98491170e-03
 6.92728069e-03 2.21991376e-03 6.35294185e-04 7.59672141e-04
 7.65513920e-04 7.34652684e-04 7.19498436e-04 9.19528364e-04
 7.69726874e-04 8.15631705e-04 8.22014699e-04 7.18800235e-04
 7.41112803e-04 5.74788311e-04 2.61413545e-04 2.47885055e-05]",surprised
"[2.21097097e-03 1.18469195e-02 2.04892308e-01 1.00206152e-01
 2.71444004e-02 1.49241582e-01 3.64619994e+00 2.23251228e+01
 5.92636728e+00 3.37658882e+00 2.61627436e+00 4.07689857e+00
 6.10771608e+00 2.64335823e+00 1.14586699e+00 4.53398168e-01
 1.40823632e-01 9.84209105e-02 1.96780667e-01 5.48689306e-01
 4.00717050e-01 8.24194670e-01 1.16501224e+00 3.02194744e-01
 1.84216008e-01 8.15134570e-02 1.34325370e-01 8.41966867e-01
 1.32298601e+00 2.77931929e-01 4.26903693e-03 4.48459992e-03
 2.96741794e-03 8.66459496e-03 7.29683489e-02 2.33473957e-01
 2.43725210e-01 7.13700205e-02 4.05899510e-02 1.69350300e-02
 4.59213136e-03 3.01224226e-03 9.48641263e-03 1.98456994e-03
 3.65514541e-04 5.07528486e-04 1.51196227e-03 6.83880551e-03
 1.23076923e-02 1.24048674e-03 6.99810626e-04 1.52592082e-03
 3.46353687e-02 2.15704471e-01 3.40280458e-02 1.86160039e-02
 2.78765038e-02 1.29746735e-01 8.67368802e-02 1.86293628e-02
 3.80724035e-02 9.26406682e-02 2.21357778e-01 1.35250762e-01
 6.56223446e-02 2.77584512e-02 3.64322104e-02 1.56778008e-01
 6.46201968e-01 3.54906052e-01 1.67104319e-01 1.60517335e-01
 1.86521843e-01 1.86540589e-01 2.93012336e-02 1.38346320e-02
 1.29186427e-02 8.74089539e-01 2.35093665e+00 6.25224829e-01
 2.55552143e-01 4.78691906e-01 5.35913944e-01 1.89686850e-01
 3.24071288e-01 3.85871381e-01 2.28454649e-01 1.04681872e-01
 1.19280882e-01 3.94702591e-02 8.90655722e-03 1.16089070e-02
 3.33023607e-03 1.51276926e-03 1.38588960e-03 8.14151950e-04
 1.30442297e-03 2.87101651e-03 4.62597562e-03 5.96157508e-03
 5.64110745e-03 1.16481073e-02 5.14245266e-03 4.16863617e-03
 1.95151323e-03 2.82327458e-03 6.31628558e-03 9.36219748e-03
 1.03671588e-02 6.96274564e-02 2.61549614e-02 1.55927204e-02
 1.80895794e-02 3.17602535e-03 5.88290859e-04 8.65831040e-04
 5.33773040e-04 1.00586063e-03 6.31917850e-04 1.29421696e-03
 8.75440717e-04 8.96870566e-04 1.35676144e-03 9.17619909e-04
 1.06993271e-03 7.59508228e-04 3.82589671e-04 2.64649680e-05]",surprised
"[8.56827013e-04 2.57542776e-03 5.20577980e-03 9.13008023e-03
 1.82866622e-02 2.04092845e-01 2.58573723e+00 1.56763430e+01
 1.09659910e+01 6.70921516e+00 3.92505145e+00 6.14463568e+00
 8.95677471e+00 4.70606184e+00 7.50635803e-01 4.28161889e-01
 1.89722538e-01 2.92193945e-02 3.88912559e-02 8.01387131e-02
 2.08683256e-02 2.71594096e-02 1.79085925e-01 5.08607864e-01
 3.12737554e-01 1.01321709e+00 3.63416743e+00 3.09667397e+00
 9.59855258e-01 3.00867975e-01 7.89279714e-02 3.30793381e-01
 6.11428440e-01 8.15031752e-02 2.04176512e-02 1.44756911e-02
 6.39069676e-02 1.90621257e-01 8.51419687e-01 7.01543379e+00
 9.77534866e+00 7.50551796e+00 5.43928719e+00 2.25107598e+00
 6.29961550e-01 9.77184713e-01 2.15714073e+00 1.64326108e+00
 2.39448562e-01 1.95947904e-02 3.16508971e-02 7.44583681e-02
 2.63468415e-01 2.79617876e-01 2.18713656e-01 3.71684402e-01
 1.79724979e+00 2.25268126e+00 6.68046176e-01 3.04802954e-02
 1.16384355e-02 1.72192100e-02 3.63486335e-02 2.83184350e-02
 1.69905629e-02 3.40358093e-02 1.36943802e-01 5.04675955e-02
 2.55740732e-02 3.40282954e-02 2.16879565e-02 1.50061818e-02
 6.53957063e-03 3.79994325e-03 5.48442826e-04 2.74951541e-04
 6.95796043e-04 8.66311044e-03 3.52463946e-02 7.19025061e-02
 6.38259947e-02 6.30650297e-02 4.81965058e-02 3.88307348e-02
 4.26102765e-02 2.51436885e-02 2.85381228e-02 1.72962416e-02
 2.55158897e-02 6.74223527e-03 2.89180432e-03 3.25266644e-03
 1.09409296e-03 2.83638277e-04 3.17482307e-04 5.50245342e-04
 2.22405954e-03 4.11989167e-03 5.63472835e-03 6.54982217e-03
 3.64224892e-03 5.24515100e-03 1.45718530e-02 3.57809253e-02
 5.40032471e-03 5.54975762e-04 2.37988378e-03 9.55357589e-03
 4.66851983e-03 1.41306585e-02 1.26395309e-02 5.50456578e-03
 4.45362693e-03 4.66768281e-04 3.28303286e-04 1.71437545e-03
 2.26812111e-03 1.58538297e-03 9.52364353e-04 6.32882991e-04
 5.82110195e-04 7.12914334e-04 5.49475139e-04 4.11171699e-04
 4.97681089e-04 2.19716880e-04 1.68801853e-04 1.07201004e-05]",surprised
"[9.70631663e-04 1.29660324e-03 6.63802912e-03 9.01128631e-03
 1.55722424e-02 1.12109125e-01 1.83732748e+00 1.28957872e+01
 1.15368853e+01 2.31557822e+00 3.05596542e+00 7.72329509e-01
 4.00566190e-01 7.91247606e-01 5.70274413e-01 3.79608363e-01
 2.42736533e-01 1.51016727e-01 2.25868687e-01 9.32817042e-01
 3.12095731e-01 2.59525552e-02 1.62124764e-02 6.91394182e-03
 1.30760372e-02 6.21098466e-02 4.17001218e-01 2.37529540e+00
 3.83042049e+00 3.30675864e+00 9.66883183e-01 4.71351862e-01
 7.87659109e-01 1.00874472e+00 1.33779526e+00 1.44594717e+00
 4.55310297e+00 6.38627863e+00 1.21260195e+01 2.97522888e+01
 1.14554129e+01 7.09364891e-01 1.45989168e+00 2.04112458e+00
 2.41478753e+00 3.93614125e+00 7.83890152e+00 1.03547716e+01
 8.44816685e+00 3.89122033e+00 2.07451415e+00 2.01454067e+00
 3.96756935e+00 7.10065603e+00 6.66093206e+00 2.16219926e+00
 4.39761877e-01 3.97200376e-01 1.82417855e-01 1.33851126e-01
 8.35132375e-02 1.63771912e-01 3.93590689e-01 3.68410736e-01
 2.81512469e-01 3.30764920e-01 2.53494084e-01 4.33004014e-02
 2.44680215e-02 2.34792512e-02 3.91535833e-03 3.82774021e-03
 2.41613644e-03 2.14436301e-03 4.96021844e-03 2.01882585e-03
 6.87004824e-04 1.22302203e-02 9.38072726e-02 8.12569186e-02
 4.85118479e-02 5.84688745e-02 7.10842833e-02 4.05605920e-02
 1.82112549e-02 1.56832617e-02 3.75106148e-02 4.43713814e-02
 2.08141785e-02 7.64117995e-03 3.84376571e-03 7.46449316e-03
 1.14975951e-03 1.81480209e-04 2.26652672e-04 3.54444695e-04
 3.01778875e-03 9.41565167e-03 1.62791014e-02 1.42813399e-02
 1.35093657e-02 9.48481821e-03 5.03040897e-03 7.72860786e-03
 3.06415674e-03 1.17352454e-03 1.00365458e-02 2.18440816e-02
 8.70714802e-03 1.41735114e-02 1.50898276e-02 1.71519052e-02
 7.50300149e-03 1.08916394e-03 2.27309472e-04 1.02608767e-03
 1.59970205e-03 9.75547358e-04 5.14271727e-04 8.43546411e-04
 1.00490567e-03 1.46504969e-03 1.73189631e-03 8.90100200e-04
 7.02107092e-04 3.89723835e-04 2.85768416e-04 2.86595623e-05]",surprised
"[9.36116371e-03 8.82061757e-03 3.24996077e-02 4.59067188e-02
 1.73941821e-01 6.54161215e+00 5.47676201e+01 8.52907639e+01
 3.35753212e+01 1.42481794e+01 3.92979202e+01 3.14703465e+01
 2.82550640e+01 2.13590927e+01 2.80550456e+00 2.28187370e+00
 1.07877007e+01 2.94426060e+01 5.22657585e+01 4.83554459e+01
 2.06713066e+01 1.43086596e+01 1.66433010e+01 7.14168024e+00
 5.24541187e+00 1.02506294e+01 1.24451962e+01 9.25746536e+00
 2.40245295e+00 6.06982887e-01 3.38373470e+00 3.53381491e+00
 2.98627424e+00 2.75134397e+00 2.79110122e+00 3.37394238e+00
 3.10138202e+00 4.18714476e+00 1.16885109e+01 6.54916430e+00
 2.03757906e+00 1.72454739e+00 1.59457731e+00 2.13526511e+00
 7.47053921e-01 6.69528365e-01 1.21598649e+00 2.53074455e+00
 2.19796205e+00 2.34107542e+00 1.68566775e+00 7.06797719e-01
 1.22605555e-01 1.67218059e-01 1.09358370e-01 1.74039215e-01
 2.67801017e-01 9.44877267e-02 6.77977279e-02 3.19094509e-02
 1.59698650e-01 1.50025651e-01 1.92167282e-01 2.14214146e-01
 2.69439846e-01 2.60052949e-01 2.32918486e-01 9.64791924e-02
 9.06516984e-02 8.62879381e-02 4.17445749e-02 2.86511052e-02
 7.23632751e-03 1.00413682e-02 2.26650126e-02 3.93387638e-02
 5.11116982e-02 3.21768075e-01 2.43051603e-01 9.86873060e-02
 1.50702700e-01 2.87288725e-01 1.63739815e-01 1.09205715e-01
 9.61419865e-02 5.00335038e-01 1.03177655e+00 7.71333158e-01
 3.15145433e-01 1.30580097e-01 1.01306461e-01 7.20602423e-02
 4.02298830e-02 1.03199482e-02 1.38865411e-02 1.77563410e-02
 1.53543660e-02 1.64949186e-02 3.83629724e-02 5.73260859e-02
 5.93400076e-02 4.30656895e-02 5.76667972e-02 5.93572780e-02
 1.56918503e-02 8.99382774e-03 1.00662578e-02 5.83537705e-02
 1.38936877e-01 2.44712204e-01 1.16783641e-01 3.85667197e-02
 3.65750827e-02 1.35654621e-02 3.38935526e-03 7.19870906e-04
 4.60302166e-04 9.02403728e-04 3.14630521e-03 4.71966155e-03
 2.45369528e-03 2.40713591e-03 1.33068918e-03 5.22870163e-04
 3.48900969e-04 1.00699509e-03 8.51025223e-04 6.93430193e-05]",surprised
"[6.40781922e-03 7.37707457e-03 1.95240863e-02 6.76076338e-02
 1.25157937e-01 5.44315875e-01 1.72428303e+01 1.81729355e+02
 1.26126434e+02 2.40392036e+01 6.27430153e+00 4.29159403e+00
 9.94727802e+00 8.60489845e+00 2.24976420e+00 3.72261453e+00
 8.71008778e+00 1.41415234e+01 2.96533241e+01 4.10214233e+01
 2.27012844e+01 2.01721821e+01 3.02433491e+01 1.34829407e+01
 9.26957703e+00 1.45121670e+01 1.46373768e+01 9.94770622e+00
 5.76664686e+00 2.48975730e+00 2.18004847e+00 2.82135725e+00
 1.91975665e+00 9.99621987e-01 1.70772672e+00 2.53233385e+00
 6.35249186e+00 7.26906157e+00 2.03419743e+01 1.67136631e+01
 5.98330498e+00 6.28355551e+00 6.30323124e+00 1.91443110e+00
 5.65719008e-01 6.50527358e-01 7.52639949e-01 2.87458777e-01
 2.17119664e-01 8.67150277e-02 4.92330827e-02 1.26664817e-01
 4.92942929e-02 1.95828602e-02 4.64983247e-02 1.18900508e-01
 3.58994424e-01 1.35608926e-01 5.04438281e-02 8.04478079e-02
 2.19079629e-01 6.96997762e-01 2.07381988e+00 3.31322527e+00
 2.46505713e+00 8.22876573e-01 6.28238142e-01 4.70810771e-01
 4.34288085e-01 1.32267371e-01 5.65423220e-02 1.95614956e-02
 2.90882904e-02 3.51375304e-02 7.28448257e-02 1.45561680e-01
 2.74784476e-01 6.14273489e-01 9.09841716e-01 2.12859973e-01
 5.98833449e-02 2.99111400e-02 2.80423686e-02 2.98483223e-02
 6.55862689e-02 2.52602488e-01 4.98572856e-01 1.19356227e+00
 1.00600219e+00 4.96098965e-01 2.42163926e-01 2.96552867e-01
 2.21460968e-01 5.00246435e-02 2.04968043e-02 1.65525265e-02
 2.28159036e-02 3.99461621e-03 4.78543108e-03 9.65970103e-03
 1.42524363e-02 2.79442798e-02 4.13110927e-02 2.23146006e-02
 4.36474793e-02 3.67868952e-02 6.53851777e-02 4.89519984e-02
 5.59337288e-02 2.95785926e-02 2.06659697e-02 2.31549218e-02
 2.94230506e-02 4.31281254e-02 1.76316742e-02 2.25109467e-03
 2.34206161e-03 2.56892131e-03 7.59505061e-03 8.55650846e-03
 5.57914516e-03 3.08182347e-03 3.14114476e-03 2.81993463e-03
 2.50742515e-03 2.07948382e-03 1.48679689e-03 1.95049404e-04]",surprised
"[1.07898016e-03 2.26878887e-03 4.86293714e-03 1.04344366e-02
 2.67395396e-02 1.44212797e-01 3.26367283e+00 2.24220333e+01
 1.16353655e+01 8.13692665e+00 6.68102169e+00 5.89948368e+00
 9.93741131e+00 9.23371315e+00 2.79282999e+00 1.46568382e+00
 4.35662389e-01 3.16657603e-01 9.05773863e-02 4.54104505e-02
 2.64329724e-02 7.52350315e-02 8.52798462e-01 1.84610927e+00
 8.84942234e-01 1.96732557e+00 3.70845175e+00 7.27627707e+00
 5.38895798e+00 1.95675921e+00 9.44258869e-01 1.87126923e+00
 3.69519019e+00 5.56634045e+00 1.14190331e+01 7.46956730e+00
 4.15627003e+00 2.94850421e+00 4.34359884e+00 6.41087341e+00
 4.71528482e+00 5.78939676e+00 3.04509473e+00 5.51786482e-01
 5.24411760e-02 5.02296984e-02 1.75240725e-01 2.76550591e-01
 2.46729955e-01 1.39311597e-01 5.21616004e-02 7.90315941e-02
 3.38145018e-01 6.40092850e-01 3.14111412e-01 2.56668031e-01
 5.64711630e-01 5.49477220e-01 1.89559609e-01 1.32989138e-01
 2.25307614e-01 1.55590281e-01 1.67483658e-01 9.78799090e-02
 6.64304569e-02 5.42846136e-02 4.87482511e-02 8.50723013e-02
 3.09821993e-01 1.87979966e-01 4.16495763e-02 5.63391745e-02
 2.43289918e-02 2.38259928e-03 1.65823218e-03 3.34485783e-03
 2.50510103e-03 7.26357773e-02 2.06542373e-01 1.47393018e-01
 1.21528409e-01 1.36653483e-01 2.10632488e-01 6.82457015e-02
 4.32155132e-02 6.88740462e-02 6.52405918e-02 4.39892039e-02
 3.51313911e-02 1.21698212e-02 5.36894705e-03 5.91893820e-03
 1.43734482e-03 8.19912646e-04 8.09394172e-04 3.80144833e-04
 9.33225325e-04 4.89243586e-03 9.48947575e-03 7.57381506e-03
 1.98488706e-03 1.09285838e-03 6.31880888e-04 2.16323679e-04
 6.75215197e-05 2.28290191e-05 6.21283762e-05 1.16361480e-04
 1.24696773e-04 6.71070768e-04 2.75298604e-04 7.22980476e-05
 5.44812283e-05 3.19305000e-05 2.58967448e-05 2.24611649e-05
 3.11317417e-05 3.14732242e-05 3.51534800e-05 3.48104550e-05
 3.49118309e-05 4.14442438e-05 5.67727402e-05 4.72201864e-05
 6.04747038e-05 4.34509238e-05 2.78101652e-05 2.89966806e-06]",surprised
"[1.37283106e-03 2.17897026e-03 1.77531701e-03 3.96648236e-03
 1.53269218e-02 5.05792387e-02 5.38733780e-01 9.70774937e+00
 1.84332867e+01 1.04567356e+01 1.03392315e+01 1.31809673e+01
 1.77678585e+01 1.03732300e+01 2.23055124e+00 7.81140506e-01
 1.48448575e+00 1.23991454e+00 1.51818529e-01 2.86741972e-01
 1.91365987e-01 2.16547117e-01 6.94463849e-01 1.75643289e+00
 5.25084019e+00 1.09460526e+01 1.02504854e+01 7.40446281e+00
 2.68927455e+00 4.42071259e-01 4.12789583e-01 8.56751025e-01
 2.63107920e+00 5.64595747e+00 8.65585041e+00 3.42047572e+00
 7.03697681e+00 1.08269005e+01 2.27444992e+01 2.23903656e+01
 7.33678389e+00 3.06577158e+00 8.85022700e-01 2.35482991e-01
 2.22705826e-01 5.44863284e-01 9.38820422e-01 1.29269159e+00
 1.69275725e+00 1.39783406e+00 1.10913467e+00 1.41102684e+00
 1.63813579e+00 1.46188903e+00 1.74450183e+00 7.26324797e-01
 9.61502314e-01 7.76048958e-01 2.92425215e-01 1.33541673e-01
 4.48739603e-02 6.01333939e-02 1.05135940e-01 9.67241973e-02
 8.10046792e-02 4.18575518e-02 2.24831589e-02 8.10200796e-02
 9.16304439e-02 4.62185889e-02 1.59257837e-02 1.91695038e-02
 9.87192523e-03 3.87753965e-03 1.54122729e-02 1.02045145e-02
 9.57897771e-03 5.59581704e-02 1.78919509e-01 1.08782165e-01
 1.57390773e-01 6.55254349e-02 6.33634478e-02 4.20510098e-02
 4.50805016e-02 3.16105746e-02 3.09124980e-02 2.25190744e-02
 3.65715325e-02 1.82775259e-02 3.63872061e-03 2.28089443e-03
 9.18058387e-04 2.59898067e-03 9.46315995e-04 4.61388088e-04
 6.92737463e-04 2.43310514e-03 2.80977762e-03 2.95545347e-03
 1.69487193e-03 1.01293821e-03 1.22783385e-04 4.72800966e-05
 2.57760639e-05 2.20961829e-05 3.61374769e-05 5.90162017e-05
 5.01999129e-05 1.77765265e-04 1.13930146e-04 7.53888744e-05
 2.38800003e-05 9.89771524e-06 1.02063195e-05 1.37061106e-05
 2.40962163e-05 1.89165967e-05 2.11315964e-05 2.49703753e-05
 2.84339458e-05 3.64189073e-05 5.25540709e-05 4.21180011e-05
 4.69844745e-05 4.40586227e-05 2.49467521e-05 2.08091137e-06]",surprised
"[1.15674466e-03 3.32347187e-03 7.15689268e-03 1.25995502e-02
 3.61525826e-02 2.58143455e-01 4.09239721e+00 2.05024166e+01
 1.65935974e+01 2.49910297e+01 1.55874624e+01 8.41760445e+00
 4.54940605e+00 1.71633399e+00 6.28893614e-01 9.11792099e-01
 4.79086846e-01 2.07828388e-01 6.09331191e-01 6.83868587e-01
 2.51739889e-01 2.78599083e-01 1.10509932e+00 1.75202465e+00
 1.19572580e+00 3.25722367e-01 3.63329530e-01 3.11602563e-01
 1.64198309e-01 4.47929502e-02 3.82983871e-02 5.20666361e-01
 6.10041201e-01 3.32230657e-01 4.32899743e-01 2.14698002e-01
 1.82005003e-01 3.50344568e-01 8.62522423e-01 9.34673250e-01
 3.42931807e-01 1.12913735e-01 5.03903516e-02 1.61655955e-02
 6.62203645e-03 5.92796924e-03 9.45951790e-03 2.27366202e-02
 3.01474780e-02 1.50980745e-02 6.78247353e-03 9.38222744e-03
 6.39258698e-02 1.83053955e-01 7.92241246e-02 7.48635978e-02
 7.80592039e-02 8.45832005e-02 6.28038868e-02 4.07455973e-02
 4.45967615e-02 5.42114824e-02 8.50120559e-02 8.99510458e-02
 6.77564144e-02 1.03937939e-01 8.17591399e-02 1.04053624e-01
 9.89522785e-02 2.18773469e-01 8.27871636e-02 3.94152254e-02
 4.58907001e-02 8.34216364e-03 5.58882486e-03 2.03658510e-02
 9.96555481e-03 6.40099570e-02 2.27259383e-01 3.77813011e-01
 6.84863508e-01 5.78129828e-01 3.28537494e-01 2.43178412e-01
 1.90370172e-01 1.10865116e-01 8.17999318e-02 4.49898168e-02
 2.78607979e-02 7.97118898e-03 1.88994792e-03 7.68133672e-03
 3.26075079e-03 1.86993286e-03 2.10689427e-03 2.42392812e-03
 1.26709128e-02 2.37513483e-02 1.28469160e-02 7.47283222e-03
 3.98393394e-03 3.85540258e-03 9.73477436e-04 1.75098155e-03
 4.27319901e-04 4.67323989e-04 5.64267905e-03 1.84626598e-02
 1.99037716e-02 3.01233977e-02 1.39009738e-02 4.66079824e-02
 4.23664413e-02 6.48960145e-03 2.09246366e-03 1.98086118e-03
 4.34890948e-03 1.56223937e-03 1.64582091e-03 1.89313327e-03
 1.56551984e-03 1.21729029e-03 2.32062372e-03 1.61847391e-03
 9.26443026e-04 5.91317134e-04 3.57830868e-04 2.66441002e-05]",surprised
"[1.35510927e-03 2.96781352e-03 1.10945748e-02 8.23758170e-03
 3.55830751e-02 5.21577597e-01 4.00314665e+00 9.69794750e+00
 2.12069893e+01 1.23729877e+01 1.20170374e+01 1.48933039e+01
 1.07776289e+01 4.42185545e+00 8.47946525e-01 4.37222183e-01
 1.20724654e+00 1.53912687e+00 4.96910989e-01 6.31608546e-01
 3.42630118e-01 3.72430712e-01 8.53662372e-01 8.95041406e-01
 1.56994200e+00 3.94573855e+00 5.43331718e+00 5.32353592e+00
 2.42631435e+00 3.70973557e-01 9.65135247e-02 3.81888986e-01
 2.78270483e+00 3.60841060e+00 1.58129132e+00 5.83491385e-01
 1.35712206e+00 2.30394578e+00 4.41543055e+00 4.76624584e+00
 2.08304954e+00 4.95749354e-01 1.89119279e-01 7.43537769e-02
 2.32967809e-02 9.98177379e-03 1.97000578e-02 3.52007076e-02
 4.89408225e-02 5.12805805e-02 3.28509957e-02 4.41056676e-02
 2.33552098e-01 3.74682218e-01 2.55488783e-01 1.20348796e-01
 6.08118922e-02 8.01822096e-02 3.19732763e-02 1.59580503e-02
 1.36850886e-02 5.69363534e-02 1.25292048e-01 4.93061841e-02
 8.74418467e-02 2.40075439e-02 2.65172552e-02 1.07552066e-01
 3.47748399e-01 9.10845324e-02 2.15308238e-02 2.28377394e-02
 1.58490110e-02 3.78070096e-03 1.00212321e-02 2.12478675e-02
 4.65592323e-03 4.81770635e-02 1.32522956e-01 1.00684412e-01
 1.88397080e-01 6.03073776e-01 7.76582956e-01 3.70882660e-01
 3.73257190e-01 1.84879288e-01 1.54424861e-01 5.73236309e-02
 9.31841061e-02 3.82467061e-02 1.34608112e-02 3.18334661e-02
 8.46949220e-03 8.70901719e-03 7.90581014e-03 9.32857487e-03
 2.56757271e-02 4.03642617e-02 2.32197084e-02 1.63204074e-02
 1.22354012e-02 6.66933972e-03 3.77802597e-03 4.09010332e-03
 1.03207456e-03 2.09855428e-03 1.18889827e-02 3.11519951e-02
 1.55993653e-02 1.92453898e-02 9.02476441e-03 6.68984745e-03
 5.22361975e-03 1.14130811e-03 8.10531667e-04 1.70197105e-03
 1.92302139e-03 1.74475973e-03 1.01905596e-03 1.01147452e-03
 6.84857252e-04 7.83968077e-04 2.10271333e-03 1.53164484e-03
 6.77669654e-04 6.31834380e-04 3.96002579e-04 2.53462331e-05]",surprised
