speech,labels
"[1.56038755e-03 8.67900252e-03 3.10723260e-02 1.16370702e-02
 5.89397922e-03 1.68786660e-01 2.77734351e+00 1.85297155e+00
 4.08335663e-02 1.72619596e-02 4.00361605e-02 6.39739037e-02
 3.38803500e-01 3.40553820e-01 1.26031384e-01 4.78240252e-02
 7.94010423e-03 1.23335822e-02 7.30395466e-02 1.85962513e-01
 3.67229074e-01 5.48085153e-01 6.84318721e-01 1.62761614e-01
 1.80771634e-01 5.78919470e-01 1.11393440e+00 2.72595906e+00
 3.49238324e+00 1.67148125e+00 7.43299007e-01 7.91216493e-02
 4.93096784e-02 2.06305876e-01 1.75961423e+00 4.44846916e+00
 3.35083222e+00 7.40330887e+00 3.36131859e+00 1.01605248e+00
 3.92408878e-01 2.95960516e-01 5.14969766e-01 1.05240360e-01
 1.91154763e-01 4.82696682e-01 1.81234896e-01 3.56187493e-01
 7.53670335e-01 4.31413221e+00 7.79896736e+00 1.79963613e+00
 1.34966820e-01 3.49040568e-01 1.31010699e+00 1.32872334e+01
 8.98477936e+00 2.08279753e+00 1.60244536e+00 2.27511668e+00
 1.56619287e+00 5.84782004e-01 6.61166549e-01 1.47417593e+00
 1.51372457e+00 3.95431489e-01 3.64232510e-01 4.37978327e-01
 1.78431332e-01 9.88723710e-02 5.11793010e-02 1.95291359e-02
 6.63484866e-03 1.59929581e-02 6.75106794e-02 7.67713040e-02
 2.38619596e-01 1.44906223e-01 8.19497854e-02 3.94553915e-02
 2.51392275e-02 1.05103806e-01 5.78256957e-02 1.26988679e-01
 1.73878416e-01 2.37305194e-01 6.23026550e-01 1.40842390e+00
 8.91320348e-01 1.02855645e-01 3.60587463e-02 1.14329467e-02
 6.47155428e-03 1.08046094e-02 4.42907121e-03 1.22016610e-03
 6.13640994e-04 6.38991711e-04 1.53039780e-03 8.10353318e-04
 8.22927803e-04 2.37351167e-03 5.37068723e-03 4.21879161e-03
 7.38731679e-03 1.95814180e-03 3.59258195e-03 6.10314915e-03
 2.06783395e-02 1.83076486e-02 7.69194737e-02 5.31488061e-02
 2.16710120e-02 7.57323531e-03 1.24150829e-03 4.95860993e-04
 5.68721967e-04 5.61866735e-04 9.05343215e-04 3.21481517e-03
 4.67107957e-03 1.56848144e-03 5.52734651e-04 5.45128540e-04
 5.93466102e-04 5.22162416e-04 1.67256134e-04 3.26544432e-05]",disgust
"[1.06479786e-03 3.38046206e-03 1.75322276e-02 2.17926577e-02
 2.92957239e-02 9.20203269e-01 1.16914272e+01 6.24065924e+00
 2.28662983e-01 1.92339212e-01 6.55233681e-01 2.59713620e-01
 3.69667143e-01 4.84468848e-01 1.03085250e-01 3.20648700e-02
 2.49622241e-02 1.04967013e-01 6.91145182e-01 2.82478595e+00
 2.03673387e+00 3.23246509e-01 3.24943393e-01 3.23770046e-01
 3.93388391e-01 1.59568322e+00 1.57675517e+00 5.06469250e-01
 1.77837506e-01 1.27486378e-01 7.37680569e-02 3.93569805e-02
 2.02282563e-01 8.34636331e-01 9.65052664e-01 6.15060508e-01
 5.86771965e-01 1.06989300e+00 3.86946976e-01 2.17018098e-01
 1.87190577e-01 3.73719156e-01 4.00120109e-01 1.29193723e-01
 2.70759761e-02 7.90480226e-02 2.13080898e-01 4.39534366e-01
 3.95528704e-01 4.67940360e-01 3.65900069e-01 1.93951294e-01
 9.77010652e-02 1.10621274e-01 1.59384653e-01 4.70547169e-01
 6.53565347e-01 4.63700473e-01 2.53936440e-01 5.15188336e-01
 4.85414028e-01 1.43596753e-01 1.60639584e-01 1.63834587e-01
 1.11536041e-01 9.08070281e-02 5.44933081e-02 2.89234221e-02
 9.24107619e-03 3.65475332e-03 1.91671122e-03 8.85318965e-04
 4.39341133e-03 1.05738677e-02 1.51415011e-02 2.58400533e-02
 3.92910764e-02 1.19157821e-01 6.96609095e-02 1.42164668e-02
 1.15078092e-02 3.17487419e-02 3.03507540e-02 2.48177834e-02
 2.01388262e-02 2.22308747e-02 1.83364786e-02 2.03398690e-02
 1.46571463e-02 2.79564643e-03 3.92021518e-03 3.88327707e-03
 9.99162905e-03 1.10158212e-02 8.65031779e-03 1.32267298e-02
 2.66480613e-02 1.74238309e-02 1.58706848e-02 1.53406514e-02
 2.43538581e-02 8.39259196e-03 1.09026069e-03 7.46926351e-04
 4.51503927e-03 7.78541202e-03 1.37304319e-02 1.20128319e-02
 1.50004542e-02 3.54612060e-02 1.34861888e-02 1.26937719e-03
 3.47257243e-04 1.29478332e-03 1.27598236e-03 5.80485037e-04
 6.94345916e-04 5.66048780e-04 6.23501604e-04 4.41223005e-04
 1.03615713e-03 2.15254095e-03 1.16205332e-03 8.19944486e-04
 8.01489397e-04 7.53780769e-04 3.63665167e-04 6.75677657e-05]",disgust
"[6.48077810e-04 1.36367907e-03 8.29752255e-03 9.40931123e-03
 1.46757262e-02 8.04290771e-02 5.09813213e+00 1.11860542e+01
 4.57883418e-01 6.81111738e-02 4.12793219e-01 3.74112308e-01
 3.64551619e-02 5.57893179e-02 2.15223879e-01 1.33780181e-01
 9.65505466e-03 4.45559770e-02 2.41886616e-01 3.28281671e-01
 2.34208167e-01 2.77878493e-01 9.79904592e-01 2.78483719e-01
 1.53862819e-01 4.66668129e-01 1.38879406e+00 1.73710012e+00
 1.10373127e+00 4.04364109e-01 4.25911665e-01 8.74339566e-02
 4.51868698e-02 3.66839558e-01 1.78763521e+00 3.06811929e+00
 2.53089070e+00 3.53665709e+00 3.81386781e+00 8.25535536e-01
 4.45004255e-01 6.44833565e-01 6.63072526e-01 3.74384344e-01
 1.38915449e-01 4.44137573e-01 1.87226868e+00 1.09636521e+00
 2.48769426e+00 2.04358196e+00 7.74040794e+00 3.03728580e+00
 2.67638117e-01 1.07005358e+00 1.03345823e+00 8.57977772e+00
 7.50314236e+00 2.64116573e+00 2.36988592e+00 1.05028570e+00
 2.61625171e+00 6.38630927e-01 5.29599309e-01 6.41743958e-01
 7.88631499e-01 2.36988917e-01 1.80016354e-01 1.64335072e-01
 7.57937133e-02 4.15068455e-02 2.79800370e-02 1.85139813e-02
 1.21958479e-02 8.68453309e-02 5.10369949e-02 1.13629632e-01
 2.42376596e-01 1.59906879e-01 3.09316754e-01 3.50371420e-01
 1.95941761e-01 9.95559394e-02 4.91126850e-02 1.00326814e-01
 1.19654432e-01 1.04161859e-01 1.86204016e-01 1.33244440e-01
 8.40211213e-02 1.44106066e-02 1.02766622e-02 5.19609777e-03
 8.21848772e-03 2.60506151e-03 1.60985964e-03 8.87219608e-03
 1.63497627e-02 4.33105882e-03 1.96174695e-03 7.37877842e-03
 1.27779953e-02 2.85179052e-03 6.45530934e-04 6.30556606e-04
 3.63635278e-04 4.80333547e-04 2.81256274e-03 1.31012360e-03
 2.78726011e-03 3.31620872e-03 9.47143591e-04 5.48860000e-04
 1.84917866e-04 1.64817975e-04 8.27780314e-05 7.68566097e-05
 8.08418044e-05 1.05777770e-04 1.49583590e-04 3.07713897e-04
 3.40947823e-04 6.67589193e-04 8.94356228e-04 7.41653377e-04
 7.16875249e-04 3.61765851e-04 2.40250418e-04 2.76847113e-05]",disgust
"[3.87032400e-03 4.74198237e-02 1.50237724e-01 2.88533289e-02
 3.47872600e-02 3.74817669e-01 2.82057452e+00 6.05713463e+00
 9.61260200e-01 2.55994529e-01 1.84822440e-01 2.16615319e-01
 2.84071118e-01 1.80279776e-01 3.22387993e-01 7.45748281e-01
 1.93832263e-01 1.56594679e-01 6.10893905e-01 1.10636759e+00
 7.41533875e-01 8.18387687e-01 1.86200762e+00 1.36021507e+00
 7.57787287e-01 1.23679185e+00 1.23408973e+00 8.78689170e-01
 4.90856141e-01 1.68470860e-01 1.85591578e-01 3.14588189e-01
 1.31205216e-01 3.18805933e-01 1.07707155e+00 1.22742832e+00
 1.67940331e+00 2.51045275e+00 9.58060503e-01 3.51908863e-01
 8.10917094e-02 2.19618857e-01 3.26368719e-01 2.49854773e-01
 6.68208525e-02 3.53228360e-01 8.55051816e-01 1.05719161e+00
 1.88394678e+00 1.96594238e+00 1.19932234e+00 3.44243526e-01
 5.90959117e-02 1.35310695e-01 1.58725321e-01 2.85134196e-01
 4.23137933e-01 2.52028912e-01 9.98272449e-02 4.85113449e-02
 4.96122018e-02 5.48405387e-02 6.59446195e-02 9.33569670e-02
 1.62173852e-01 1.39513746e-01 6.88267872e-02 1.29813150e-01
 2.25158423e-01 1.52865231e-01 3.89286965e-01 5.62169492e-01
 1.52713761e-01 4.33579758e-02 7.32680410e-02 1.05107948e-01
 9.48781297e-02 2.04567969e-01 1.94698662e-01 3.90823603e-01
 2.73437619e-01 4.37449291e-02 7.69832209e-02 3.59773636e-02
 4.83616069e-02 2.34912205e-02 1.33668361e-02 1.03091309e-02
 3.38158477e-03 1.82546454e-03 1.56959519e-03 1.18688971e-03
 6.21914258e-03 3.28897242e-03 9.11845639e-03 1.14065325e-02
 8.67816433e-03 3.42840049e-03 2.69149081e-03 7.54931476e-03
 1.96295548e-02 7.22974632e-03 1.54239673e-03 1.25255517e-03
 6.17708021e-04 1.53789122e-03 1.79454125e-02 2.96796057e-02
 2.47694887e-02 2.80814040e-02 1.15081770e-02 5.48284408e-03
 5.46780974e-03 1.76487118e-02 3.36988680e-02 6.95303595e-03
 2.27370718e-03 5.83289936e-03 1.17206769e-02 3.26034939e-03
 5.10532549e-03 3.96581320e-03 7.50709232e-03 1.74900435e-03
 2.15114350e-03 5.68320556e-03 1.68242666e-03 3.97404947e-05]",disgust
"[6.33542018e-04 1.53070339e-03 5.63718844e-03 9.81526170e-03
 2.49847174e-02 1.61390007e-01 1.22661209e+00 5.71014500e+00
 5.53199387e+00 7.36405253e-01 9.54141840e-02 2.04127878e-01
 2.14876309e-01 7.20975772e-02 4.25398946e-02 2.51694500e-01
 3.00076276e-01 1.56648591e-01 3.23549390e-01 8.79111469e-01
 8.89036894e-01 2.17336699e-01 3.61150175e-01 3.23584110e-01
 2.26819062e+00 1.75663304e+00 1.09559679e+00 4.94337261e-01
 4.91037786e-01 1.92047939e-01 3.16262729e-02 2.75995247e-02
 5.12361564e-02 1.15518205e-01 2.12870672e-01 2.75981128e-01
 4.56096321e-01 1.06771266e+00 6.71301246e-01 5.46162009e-01
 7.70244673e-02 1.05277702e-01 1.61896735e-01 7.97053576e-02
 2.21397907e-01 7.57387161e-01 5.21548629e-01 6.92280054e-01
 1.04235363e+00 1.09242666e+00 1.37283814e+00 1.07654192e-01
 1.91350188e-02 9.05875564e-02 1.13406867e-01 1.05119854e-01
 1.17228538e-01 6.50108978e-02 2.08774552e-01 1.99868798e-01
 4.42687385e-02 4.14237976e-02 1.91403076e-01 4.09718871e-01
 1.74374580e-01 7.71260783e-02 1.39635652e-01 2.94519365e-01
 3.54315937e-01 3.32137465e-01 3.01279813e-01 1.84625432e-01
 4.96995561e-02 1.37103824e-02 1.18340701e-02 1.60021577e-02
 1.90173909e-02 5.82073554e-02 7.69653171e-02 4.72941771e-02
 2.62759179e-02 1.52021041e-02 1.04555953e-02 4.31422982e-03
 7.57508073e-03 6.48067845e-03 6.48832787e-03 4.48909448e-03
 3.05446773e-03 4.67725471e-03 4.16738866e-03 1.45663484e-03
 2.48078932e-03 9.63240047e-04 1.13284892e-04 1.31098277e-04
 3.10625415e-04 3.86257423e-04 5.45826682e-04 1.63778663e-03
 4.73300554e-03 3.60456761e-03 1.87273708e-03 2.22930289e-03
 1.04800612e-03 7.24743179e-04 9.43500083e-04 3.99728259e-03
 3.87201319e-03 2.58181454e-03 4.33637155e-03 4.81194165e-03
 6.43036095e-03 2.30464153e-03 4.84878547e-04 1.43061392e-04
 1.21322169e-04 2.01714371e-04 4.03201208e-04 7.68614642e-04
 6.19230908e-04 2.63062102e-04 2.18034285e-04 1.69469116e-04
 1.58566298e-04 2.42335445e-04 1.42886609e-04 1.69936557e-05]",disgust
"[5.77925239e-04 1.41122856e-03 7.60518387e-03 8.18643626e-03
 1.25124296e-02 2.51517922e-01 2.19425559e+00 4.69759178e+00
 1.92647278e+00 1.42567754e-01 6.08219579e-02 5.29009253e-02
 1.10775702e-01 2.60760516e-01 9.20662433e-02 9.95315373e-01
 1.62066841e+00 5.95807552e-01 4.53916728e-01 4.75105107e-01
 6.88424170e-01 7.07304537e-01 6.66838706e-01 2.33607817e+00
 2.50136423e+00 6.31676137e-01 7.08001494e-01 1.56472147e+00
 1.94340277e+00 1.00010347e+00 2.44744807e-01 1.61620706e-01
 5.66012114e-02 2.47788295e-01 1.82854056e+00 4.12797832e+00
 3.69190073e+00 3.47187304e+00 9.04894352e-01 4.87730831e-01
 3.67358834e-01 1.37482452e+00 3.85189533e+00 9.69175696e-01
 6.20561875e-02 1.27142280e-01 1.63939142e+00 2.05588102e+00
 3.53005385e+00 1.13664448e+00 5.58327317e-01 3.20227295e-01
 3.67633641e-01 3.61507416e-01 3.84452730e-01 1.20048952e+00
 2.88635087e+00 2.29715776e+00 1.39286137e+00 1.02096403e+00
 9.21480954e-01 4.99729216e-01 8.96602154e-01 1.06776929e+00
 1.03679419e+00 7.78532088e-01 9.16624427e-01 1.42858779e+00
 4.82384980e-01 2.81299829e-01 4.13356423e-01 1.54635265e-01
 3.50535735e-02 7.35067502e-02 7.48194829e-02 9.13007110e-02
 1.21148124e-01 2.57032871e-01 2.46031180e-01 1.84430107e-01
 9.78879854e-02 1.15105599e-01 9.97477472e-02 7.57984519e-02
 1.35107636e-01 2.04211444e-01 2.81495959e-01 3.49010170e-01
 1.64988339e-01 1.01805247e-01 8.30007046e-02 1.10432021e-01
 6.42701983e-02 2.55522784e-02 6.99171349e-02 4.28828508e-01
 6.21520042e-01 2.56097138e-01 1.15136437e-01 7.16173425e-02
 1.25721112e-01 5.22214063e-02 1.31651303e-02 1.40087530e-02
 1.52972722e-02 1.92484464e-02 4.47478071e-02 1.85436327e-02
 4.36621495e-02 8.82355273e-02 4.09981050e-02 2.98463032e-02
 9.21003241e-03 2.36576470e-03 2.23898352e-03 3.40271671e-03
 2.49965000e-03 3.03068431e-03 4.14147833e-03 2.09176284e-03
 1.86985952e-03 3.03733139e-03 5.03195962e-03 2.26919609e-03
 3.58099537e-03 3.73673975e-03 8.65700946e-04 3.26516165e-05]",disgust
"[6.99800905e-04 4.75624111e-03 1.37779359e-02 7.62941735e-03
 4.74981405e-02 9.10017133e-01 3.45118690e+00 1.99212682e+00
 3.49228323e-01 1.46321431e-01 7.58745745e-02 1.47406638e-01
 9.27044332e-01 5.72880685e-01 1.46455735e-01 2.13775709e-01
 1.50639176e-01 1.31951466e-01 8.93242180e-01 2.43286419e+00
 1.57048380e+00 7.64550686e+00 1.07767248e+01 7.51519859e-01
 3.07848305e-01 2.29491925e+00 6.48119593e+00 5.83567667e+00
 2.98775220e+00 8.43945086e-01 2.07721293e-01 2.69575387e-01
 3.30984652e-01 5.87820947e-01 1.97804523e+00 1.42724931e+00
 5.97941816e-01 7.27366686e-01 5.87915993e+00 7.85496712e+00
 1.55948746e+00 2.41531119e-01 2.66376674e-01 1.68127030e-01
 6.88147068e-01 2.17483473e+00 1.91082025e+00 1.07228506e+00
 1.74358451e+00 6.24892521e+00 4.72192621e+00 1.24930036e+00
 1.18618116e-01 4.53313470e-01 1.29517257e+00 3.20508122e+00
 3.22259068e+00 2.70061278e+00 2.87585616e+00 2.31826854e+00
 1.15187430e+00 5.06520748e-01 1.44790626e+00 2.50890517e+00
 8.97527993e-01 1.43357182e+00 2.26256824e+00 1.36045229e+00
 1.35190129e+00 8.47485840e-01 4.31666017e-01 2.40417883e-01
 9.80599746e-02 1.31677985e-01 8.33423287e-02 2.26469800e-01
 3.34911436e-01 4.02717322e-01 7.54535735e-01 8.61001372e-01
 5.19446194e-01 3.83366555e-01 1.65012464e-01 1.96899429e-01
 2.43471399e-01 2.17424154e-01 2.70111918e-01 2.42542550e-01
 1.47335157e-01 1.05461523e-01 1.18411757e-01 1.09821357e-01
 1.37905195e-01 3.29207145e-02 4.71992381e-02 2.73850322e-01
 2.85507768e-01 8.36001635e-02 5.03145978e-02 6.95592239e-02
 1.26455784e-01 3.64500508e-02 6.95568416e-03 4.31660749e-03
 9.02197231e-03 1.68914236e-02 1.99319646e-02 1.52911022e-02
 2.41269525e-02 5.17187007e-02 3.89860980e-02 2.57354956e-02
 8.33985116e-03 2.20567314e-03 2.55994056e-03 4.85483650e-03
 4.55545029e-03 3.98368994e-03 3.71253188e-03 2.93525564e-03
 2.30400101e-03 4.07605385e-03 8.57162289e-03 3.80767207e-03
 3.97061883e-03 2.93712458e-03 8.13213584e-04 5.39044049e-05]",disgust
"[9.11565905e-04 4.29062359e-03 2.13768184e-02 1.72527544e-02
 6.47730902e-02 2.55009747e+00 9.36488628e+00 2.10735989e+00
 9.01987314e-01 7.63696015e-01 3.52118701e-01 1.80454627e-01
 1.59315062e+00 1.63934207e+00 1.07539564e-01 3.71979326e-02
 5.96762151e-02 6.58651069e-02 1.01264201e-01 5.45807421e-01
 3.57751161e-01 9.65046808e-02 8.69631618e-02 7.34456480e-02
 1.14362359e-01 6.68836117e-01 1.98184752e+00 9.09177363e-01
 2.96693802e-01 1.30560979e-01 6.12345152e-02 7.39697590e-02
 7.50413239e-02 3.08153510e-01 5.67039967e-01 1.09021628e+00
 6.56299651e-01 1.29722035e+00 1.23172569e+00 1.16927433e+00
 2.36418903e-01 5.64094186e-01 3.93982351e-01 5.94579838e-02
 3.86601016e-02 1.18704110e-01 4.88017768e-01 6.61540151e-01
 4.24968302e-01 1.80236602e+00 1.14025187e+00 3.54647964e-01
 9.20981988e-02 3.22544247e-01 5.95999599e-01 1.22305167e+00
 1.62937522e+00 8.91879618e-01 5.97776294e-01 2.50867695e-01
 2.17680722e-01 1.91905990e-01 3.68853420e-01 2.62806684e-01
 2.03527659e-01 2.40658119e-01 2.08039284e-01 1.38994932e-01
 1.74055308e-01 5.64082116e-02 2.45581530e-02 1.53538352e-02
 7.52790272e-03 2.00701300e-02 2.74223555e-02 3.48937362e-02
 6.65988624e-02 5.89242987e-02 4.18645814e-02 1.30736800e-02
 1.13584213e-02 2.52058003e-02 3.68558466e-02 3.02659478e-02
 2.91867554e-02 2.43525859e-02 1.95105132e-02 1.88020635e-02
 1.19660683e-02 9.59148630e-03 8.17345176e-03 1.29940151e-03
 6.89885113e-04 1.53896312e-04 1.51273693e-04 2.59284745e-04
 6.20625971e-04 1.14615948e-03 8.19434412e-04 2.59457366e-03
 6.03166176e-03 2.93722050e-03 7.27597566e-04 8.23567796e-04
 2.86654657e-04 4.34699672e-04 1.32652442e-03 1.35279214e-03
 1.45922496e-03 2.17282074e-03 3.65138025e-04 9.05598572e-05
 9.81139819e-05 3.50418813e-05 2.97131228e-05 3.99282362e-05
 3.50966766e-05 5.06534270e-05 6.36805416e-05 6.08535738e-05
 6.88920336e-05 8.39081185e-05 8.47489137e-05 9.01658277e-05
 9.61442711e-05 1.11186528e-04 4.52298555e-05 4.26798215e-06]",disgust
"[1.18242344e-03 4.02946910e-03 3.08165364e-02 2.79334709e-02
 4.24951054e-02 1.17485201e+00 1.18847303e+01 8.45541668e+00
 2.05857491e+00 5.48107564e-01 4.50323254e-01 3.23118538e-01
 4.87481087e-01 7.71786690e-01 1.83568239e-01 9.18321833e-02
 7.58010820e-02 1.27919853e-01 3.98493439e-01 9.55592692e-01
 1.29422891e+00 9.68395412e-01 4.60806876e-01 2.56648600e-01
 2.82530099e-01 8.55682731e-01 2.61533260e+00 7.23744774e+00
 5.46315956e+00 5.26531160e-01 9.93207172e-02 1.01885147e-01
 7.50047565e-02 6.97547734e-01 4.20680475e+00 3.75958443e+00
 1.62467408e+00 2.00888443e+00 1.66627228e+00 1.51898146e+00
 3.12203467e-01 4.01186049e-01 5.30242026e-01 1.67322621e-01
 1.56349510e-01 6.31853819e-01 9.72914636e-01 1.35586321e+00
 1.64769650e+00 4.87207890e+00 5.83896828e+00 2.00341582e+00
 4.66532916e-01 8.28359544e-01 1.63840139e+00 3.99064684e+00
 1.16405897e+01 6.00218344e+00 2.12131071e+00 8.93601060e-01
 9.16135907e-01 7.57402420e-01 8.01160693e-01 1.13574481e+00
 1.04345977e+00 7.51220047e-01 9.34989274e-01 1.61211288e+00
 6.97186291e-01 2.43567839e-01 5.29897451e-01 1.73428997e-01
 7.88873881e-02 1.52686045e-01 7.03185275e-02 2.03217119e-01
 3.33620906e-01 1.99542239e-01 2.49417439e-01 9.73969698e-02
 9.52806845e-02 4.39067520e-02 2.34155860e-02 2.49327552e-02
 4.22024541e-02 3.21112014e-02 2.41523683e-02 2.70935856e-02
 1.49669917e-02 1.62800588e-02 8.69907998e-03 2.14971160e-03
 2.14692065e-03 4.70632134e-04 4.76116518e-04 1.36534194e-03
 1.78165582e-03 1.84484874e-03 1.56495918e-03 3.47485044e-03
 1.42428735e-02 8.74562748e-03 3.60862119e-03 3.50838969e-03
 1.46953226e-03 3.00465687e-03 4.16935235e-02 1.68886874e-02
 4.74292878e-03 4.17616637e-03 7.35679734e-03 2.61936267e-03
 6.36558922e-04 3.63348867e-04 2.17274748e-04 1.28611340e-04
 1.15584560e-04 1.45128986e-04 1.67689257e-04 3.60933715e-04
 3.11314128e-04 3.04042129e-04 2.51693622e-04 1.71093779e-04
 2.34823776e-04 2.01852919e-04 7.55324945e-05 5.38719314e-06]",disgust
"[9.99325654e-04 1.66097237e-03 2.73538707e-03 2.72171618e-03
 6.01340691e-03 8.10792595e-02 2.97420096e+00 3.13749552e+00
 4.92116541e-01 1.28176525e-01 1.15420572e-01 9.14980173e-02
 2.03064516e-01 2.93031991e-01 1.01984322e-01 5.65336086e-02
 7.48910904e-02 3.06792855e-01 7.23108113e-01 1.56348920e+00
 1.30056846e+00 1.27302742e+00 2.45143318e+00 1.24849856e+00
 6.42513931e-01 7.24791586e-01 1.72560179e+00 1.40342832e+00
 6.41903341e-01 3.30118328e-01 3.53304178e-01 3.97089988e-01
 1.86123103e-01 8.44201967e-02 8.14798236e-01 1.15514588e+00
 1.47787535e+00 2.09576535e+00 9.89249229e-01 4.41640049e-01
 7.64244422e-02 2.55119294e-01 5.59038341e-01 3.23802024e-01
 6.21329993e-02 1.39079735e-01 2.80748188e-01 6.24618232e-01
 1.06762111e+00 1.95524728e+00 1.64243245e+00 6.97817147e-01
 2.96545625e-01 3.30986053e-01 6.41243279e-01 1.56187439e+00
 2.07601357e+00 1.36958325e+00 4.32874173e-01 3.07857424e-01
 1.80324540e-01 1.40286908e-01 1.83080643e-01 2.34021112e-01
 3.85621160e-01 6.12404823e-01 6.26738608e-01 2.98864812e-01
 1.87486574e-01 6.96996525e-02 3.89787778e-02 3.38385701e-02
 1.45385349e-02 1.50851542e-02 1.63827520e-02 3.96974757e-02
 8.81905928e-02 1.52991518e-01 1.85057774e-01 1.21385135e-01
 4.64115888e-02 3.27998996e-02 1.49913579e-02 1.94577575e-02
 3.44260037e-02 4.17640060e-02 2.97362767e-02 4.67659757e-02
 3.97094525e-02 1.16946846e-02 1.02641545e-02 3.75775876e-03
 3.96724604e-03 1.21170131e-03 2.53891776e-04 2.64110789e-03
 1.16657084e-02 2.83746328e-02 3.69023979e-02 1.79727133e-02
 5.06321415e-02 2.67675389e-02 2.90875696e-03 1.26316003e-03
 8.26000818e-04 7.80656701e-04 6.88309548e-04 6.97351468e-04
 1.09768601e-03 2.86775921e-03 2.16373568e-03 7.29248219e-04
 7.12099893e-04 1.24841303e-04 6.11145952e-05 7.45473008e-05
 9.57819866e-05 9.81380363e-05 1.21734294e-04 1.27254054e-04
 1.45535712e-04 1.25582228e-04 2.06891898e-04 2.59245164e-04
 2.37174259e-04 1.99882372e-04 1.20528653e-04 1.06868792e-05]",disgust
"[1.94688723e-03 3.12950239e-02 4.86160181e-02 9.30089410e-03
 1.02907037e-02 2.72432327e-01 4.69817305e+00 8.24637222e+00
 1.41067851e+00 4.24441040e-01 6.50860295e-02 4.75868322e-02
 2.15160623e-01 4.49029714e-01 2.12636858e-01 2.01647475e-01
 4.67587300e-02 5.36641292e-02 4.40934628e-01 2.76134133e+00
 6.94900608e+00 4.97762394e+00 9.35083568e-01 5.94703853e-01
 3.97554517e-01 5.03989160e-01 1.53436387e+00 2.27980208e+00
 1.08710158e+00 2.48375148e-01 3.06288987e-01 5.73949993e-01
 9.67076346e-02 2.54866242e-01 2.16887784e+00 3.25713992e+00
 1.28418422e+00 1.01582646e+00 3.87933969e-01 4.76905555e-01
 2.12360874e-01 1.69885844e-01 3.07084560e-01 1.55262396e-01
 5.04662730e-02 2.36878678e-01 9.64255452e-01 6.97099268e-01
 3.59976232e-01 5.90823531e-01 1.04349709e+00 6.51869237e-01
 2.41297916e-01 1.87657118e-01 2.86665589e-01 1.12565887e+00
 2.93794751e+00 2.58897686e+00 1.36456096e+00 2.38941997e-01
 2.07360238e-01 1.87685668e-01 1.36051565e-01 1.90482304e-01
 2.39445493e-01 2.13853955e-01 1.19197421e-01 1.32797986e-01
 1.16653018e-01 4.85411584e-02 2.29269303e-02 1.06390761e-02
 7.53872795e-03 2.95065455e-02 3.05595845e-02 1.31611824e-02
 1.60203762e-02 8.40599090e-02 1.00288242e-01 7.71576911e-02
 2.81672273e-02 1.82960127e-02 6.96285209e-03 9.03792772e-03
 1.92096308e-02 2.07001641e-02 1.66539829e-02 3.13570164e-02
 3.13528255e-02 2.69043986e-02 1.53474528e-02 6.02363283e-03
 2.54177232e-03 4.93421277e-04 8.38023890e-03 6.44795671e-02
 8.87479782e-02 2.79232860e-02 1.30725997e-02 5.52838333e-02
 7.15928003e-02 2.14915127e-02 3.58613767e-03 1.47659460e-03
 4.34406276e-04 6.72082475e-04 6.00562710e-03 3.73002328e-03
 4.89650527e-03 1.03539303e-02 4.25859913e-03 1.46796054e-03
 6.77602889e-04 1.79927607e-04 1.56142603e-04 1.55968970e-04
 1.85391531e-04 1.74374436e-04 2.36842781e-04 1.70142492e-04
 1.70389758e-04 1.96588328e-04 3.28711059e-04 2.78866559e-04
 3.76711396e-04 2.45406845e-04 1.43151221e-04 1.47445089e-05]",disgust
